Name,CID,PM,SMILES,L.Trp,L.Tyr,L.Pro,Anthranilate,L.Lys,L.Arg,Indole.3,GGPP,L.Ala,L.Asp,Secologanin,L.Phe,IPP,L.His,Cholesterol
"""Aszonalenin""",C00011267,20,C1(=C2C(=C(C(=C1[H])[H])[H])C3(C(N2[H])(N4C(C3([H])[H])(C(N(C5=C(C4=O)C(=C(C(=C5[H])[H])[H])[H])[H])=O)[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""N-Acetylaszonalenin;LL-S490beta""",C00011268,20,C1(=C2C(=C(C(=C1[H])[H])[H])C3(C(N2C(=O)C([H])([H])[H])(N4C(C3([H])[H])(C(N(C5=C(C4=O)C(=C(C(=C5[H])[H])[H])[H])[H])=O)[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Asperlicin C;(-)-Asperlicin C""",C00017933,20,C(C1(C=2N(C=3C(C(N1[H])=O)=C(C(=C(C3[H])[H])[H])[H])C(C=4C(N2)=C(C(=C(C4[H])[H])[H])[H])=O)[H])(C5=C(N(C6=C5C(=C(C(=C6[H])[H])[H])[H])[H])[H])([H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Asperlicin E""",C00017935,20,C1(=C(C(=C2C(=C1[H])C3(C(N2[H])(N4C(C3([H])[H])(C=5N(C(C6=C(N5)C(=C(C(=C6[H])[H])[H])[H])=O)C=7C(C4=O)=C(C(=C(C7[H])[H])[H])[H])[H])[H])O[H])[H])[H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Asperlicin;(-)-Asperlicin""",C00017731,20,C1(=C(C(=C2C(=C1[H])C(N3C(=N2)C(N(C(C=4C3=C(C(=C(C4[H])[H])[H])[H])=O)[H])(C(C5(O[H])C=6C(N7C5(N(C(C7=O)(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])=C(C(=C(C6[H])[H])[H])[H])([H])[H])[H])=O)[H])[H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Asperlicin D""",C00017934,20,C(C1(N2C(C=3C(N(C1=O)[H])=C(C(=C(C3[H])[H])[H])[H])=NC=4C(C2=O)=C(C(=C(C4[H])[H])[H])[H])[H])(C5=C(N(C6=C5C(=C(C(=C6[H])[H])[H])[H])[H])[H])([H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Cyclopeptin""",C00051923,21,C1=CC=C2C(=C1)C(N(C(C(N2)=O)CC=3C=CC=CC3)C)=O,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"""Viridicatin""",C00026496,21,C1(=C(C(=C2C(=C1[H])N(C(C(=C2C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])O[H])=O)[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"""Peniprequinolone;(-)-Peniprequinolone""",C00042834,21,C1(=C(C(=C2C(=C1[H])N(C(C(C2(C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])[H])[H])O[H])(OC([H])([H])[H])[H])=O)[H])O[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"""(-)-Benzomalvin A;Benzomalvin A""",C00016956,21,C1(=C(C(=C2C(=C1[H])C(N3C(=N2)C(N(C(C4=C3C(=C(C(=C4[H])[H])[H])[H])=O)C([H])([H])[H])(C(C5=C(C(=C(C(=C5[H])[H])[H])[H])[H])([H])[H])[H])=O)[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"""Dehydrocyclopeptine""",C00051926,21,C1=CC=C2C(=C1)C(N(C(C(N2)=O)=CC=3C=CC=CC3)C)=O,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"""Cyclopenin;(-)-Cyclopenin""",C00051921,21,C1=2C(C(N(C3(C(N1)=O)C(O3)C=4C=CC=CC4)C)=O)=CC=CC2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"""Fumiquinazoline F;(-)-Fumiquinozoline F""",C00026523,22,C1(=C(C2=C(N1[H])C(=C(C(=C2[H])[H])[H])[H])C(C3(N4C(C5=C(C(=C(C(=C5N=C4C(N(C3=O)[H])(C([H])([H])[H])[H])[H])[H])[H])[H])=O)[H])([H])[H])[H],1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Fumiquinazoline A""",C00028284,22,C1(=C(C(=C2C(=C1[H])N=C3N(C2=O)C(C(N(C3(C([H])([H])[H])[H])[H])=O)(C(C4(C5=C(N6C4(N(C(C6=O)(C([H])([H])[H])[H])[H])[H])C(=C(C(=C5[H])[H])[H])[H])O[H])([H])[H])[H])[H])[H])[H],1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Fumiquinazoline C""",C00026833,22,C12(OC3(C4=C(C(=C(C(=C4N5C3(N(C(C5=O)(C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])C(C(C(N1[H])=O)(N6C2=NC7=C(C(=C(C(=C7C6=O)[H])[H])[H])[H])[H])([H])[H])C([H])([H])[H],1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Fumiquinazoline D""",C00028286,22,C12(C=3N(C(C4=C(C(=C(C(=C4N3)[H])[H])[H])[H])=O)C(C(N1[H])=O)(C(C5(C6=C(N7C5(N(C(C7=O)(C([H])([H])[H])[H])[H])[H])C(=C(C(=C6[H])[H])[H])[H])O2)([H])[H])[H])C([H])([H])[H],1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Alantrypinone;(+)-Alantrypinone""",C00026621,22,C1(=C(C(=C2C(=C1[H])N=C3N(C2=O)C4(C(N(C3(C5(C(N(C6=C5C(=C(C(=C6[H])[H])[H])[H])[H])=O)C4([H])[H])C([H])([H])[H])[H])=O)[H])[H])[H])[H],1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""2'-epi-Fumiquinazoline A""",C00051927,22,C1=CC=C2C(=C1)C(N3C(=N2)C(NC(C3CC4(C5=C(N6C4NC(C6=O)C)C=CC=C5)O)=O)C)=O,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""15-Dimethyl-2'-epi-fumiquinazoline A""",C00051928,22,C=12C(=CC=CC1)C(N3C(=N2)C(NC(C3CC4(C=5C(N6C4NC(C6=O)(C)C)=CC=CC5)O)=O)C)=O,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Tryptoquialanine A""",C00051929,22,C=12C(=CC=CC1)C(N(C(=N2)C(C)OC(=O)C)C3CC4(OC3=O)C=5C(N6C4(N(C(C6=O)(C)C)O[H])[H])=CC=CC5)=O,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Ardeemin FQ""",C00051930,22,N12C(C(NC(C1C)=O)CC3=CNC=4C3=CC=CC4)=NC=5C(C2=O)=CC=CC5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Ardeemin""",C00051931,22,N12C(C3N(C(C1C)=O)C4C(C3)(C=5C(N4)=CC=CC5)C(C=C)(C)C)=NC=6C(C2=O)=CC=CC6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""(-)-N-Acetylardeemin:5-N-Acetylardeemin;N-Acetylardeemin;N-Acetylardeemine""",C00016793,22,C1(=C(C(=C2C(=C1[H])C3(C(N2C(C([H])([H])[H])=O)(N4C(C3([H])[H])(C=5N(C(C4=O)(C([H])([H])[H])[H])C(C6=C(N5)C(=C(C(=C6[H])[H])[H])[H])=O)[H])[H])C(C(=C([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Fiscalin B;(-)-Fiscalin B""",C00016809,23,C12=C(C(=C(C(=C1[H])[H])[H])[H])C(N3C(=N2)C(N(C(C3(C(C4=C(N(C5=C4C(=C(C(=C5[H])[H])[H])[H])[H])[H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Fiscalin C""",C00016810,23,C12=C(C(=C(C(=C1[H])[H])[H])[H])C(N3C(=N2)C(N(C(C3(C(C4(C5=C(C(=C(C(=C5[H])[H])[H])[H])N6C4(N(C(C6=O)(C([H])([H])[H])C([H])([H])[H])[H])[H])O[H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Fiscalin A""",C00016808,23,C12=C(C(=C(C(=C1[H])[H])[H])[H])C(N3C(=N2)C(N(C(C3(C(C4(C5=C(C(=C(C(=C5[H])[H])[H])[H])N6C4(N(C(C6=O)(C([H])([H])[H])[H])[H])[H])O[H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])=O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"""Chaetominine""",C00051924,24,C1=CC=C2C(=C1)C3(C4(N2C(C(N4C(C(C3)N5C(C=6C(N=C5)=CC=CC6)=O)=O)C)=O)[H])O[H],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"""Glyantrypine""",C00051920,25,C1NC(C(N2C1=NC3=C(C2=O)C=CC=C3)CC4=CNC5=C4C=CC=C5)=O,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Sclerotigenin""",C00026251,26,C1(=C(C(=C2C(=C1[H])N=C3N(C2=O)C4=C(C(N(C3([H])[H])[H])=O)C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Circumadatin D""",C00028056,27,N12C3=C(C(N4C(C1=NC5=C(C2=O)C(=C(C(=C5O[H])[H])OC([H])([H])[H])[H])(C(C(C4([H])[H])([H])[H])([H])[H])[H])=O)C(=C(C(=C3[H])[H])OC([H])([H])[H])[H],0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"""Circumadatin E""",C00051934,27,C1(C=2C(N3C(C4(N1CCC4)[H])=NC5=C(C3=O)C=C(C=C5O)OC)=CC=CC2)=O,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"""Circumadatin H""",C00051935,27,C1(C=2C(N3C(C4(N1CCC4)[H])=NC5=C(C3=O)C=C(C=C5)OC)=CC=CC2)=O,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"""Circumadatin J""",C00051936,27,C1(=CC=C2C(=C1)C(N3C(=N2)C4(N(C(C5=C3C=CC(=C5)OC)=O)CCC4)[H])=O)OC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"""N-Hydroxy-2(1H)-quinolone""",C00052040,28,C1(C=CC2=C(N1O)C=CC=C2)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Skimmianine""",C00002198,28,C=1(C(=C(C2=C(C1[H])C(=C3C(=N2)OC(=C3[H])[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Dictamine;Dictamnine""",C00002151,28,C=1(C(=C(C2=C(C1[H])C(=C3C(=N2)OC(=C3[H])[H])OC([H])([H])[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Evocarpine""",C00026424,28,C1(=C(C(=C(C2=C1N(C(=C(C2=O)[H])C(C(C(C(C(C(C(C(=C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Orixine;(+)-Orixine""",C00043797,28,N1=C2C(=C(C(=C1OC([H])([H])[H])C(C(O[H])(C(C([H])([H])[H])(O[H])C([H])([H])[H])[H])([H])[H])OC([H])([H])[H])C(=C(C3=C2OC(O3)([H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""N-Methylflindersine""",C00002189,28,C1(=C(C(=C2C(=C1[H])C3=C(C(N2C([H])([H])[H])=O)C(=C(C(O3)(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Auranthine""",C00051932,29,C=12C(=CC=CC1)N=C3C(NC2=O)CCC=4N3C(C=5C(N4)=CC=CC5)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""3-Geranylgeranyl indole""",C00051939,30,C=1(CC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C)C=2C(NC1)=CC=CC2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Paspaline""",C00023579,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C6(C(C(C5([H])[H])([H])[H])(OC(C(C6([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""alpha-PC-M6;alpha-10-Hydroxy-12-demethyl-11,12-dehydropaspaline""",C00051942,30,C1=CC=C2C(=C1)C3=C(N2)C4(C(C3)(CCC5(C4(CCC6(C5=CC(C(O6)C(C)(C)O)O)[H])C)[H])[H])C,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""13-Desoxypaxilline""",C00051943,30,C1=CC=C2C(=C1)C3=C(N2)C4(C(C3)(CCC5(C4(CCC6(C5=CC(C(O6)C(C)(C)O)=O)[H])C)[H])[H])C,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Paspalicine""",C00023580,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C7(C(C5([H])[H])([H])[H])OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O7)[H])[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Paspalinine""",C00023581,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C7(C(C5([H])[H])([H])[H])OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O7)[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Shearinine K""",C00051944,30,C1=C2C3(OC(C(C1=O)(O3)[H])(C)C)CCC4(C2(CCC5(C4(C6=C(C5)C=7C(N6)=CC(=C(C7)CC=C(C)C)CC=C(C)C)C)[H])O)C,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Shearinine A;(+)-Shearinine A""",C00040286,30,C12=C(C(=C3C(=C1[H])N(C4=C3C(C5(C4(C6(C(C(C5([H])[H])([H])[H])(C=7C8(C(C6([H])[H])([H])[H])OC(C(C(C7[H])=O)(O8)[H])(C([H])([H])[H])C([H])([H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])C(C9(C2=C(C(OC9(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Paxilline""",C00023582,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C(C(C5([H])[H])([H])[H])(OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Lolitriol""",C00023578,30,C1(=C2C(=C3C(=C1[H])N(C4=C3C(C5(C4(C6(C(C(C5([H])[H])([H])[H])(C78C(C(C6([H])[H])([H])[H])(OC(C(C7(O8)[H])(O[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C(C9(C(C2=O)(C(OC9(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Lolitrem E;Lolitrem C""",C00023577,30,C1(=C2C(=C3C(=C1[H])N(C4=C3C(C5(C4(C6(C(C(C5([H])[H])([H])[H])(C78C(C(C6([H])[H])([H])[H])(OC(C(C7(O8)[H])(O[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])OC(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C(C9(C(C2=O)(C(OC9(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Lolitrem B""",C00051938,30,C12C(C(OC(O1)C=C(C)C)(C)C)OC3C4(C2O4)C5(C(CC3)(C6(C(CC5)CC7=C6NC8=C7C9=C(C=C8)C(C%10C(C9)C(OC%10(C)C)(C)C)=O)C)C)O,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Terpendole E""",C00016560,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C6(C(C(C5([H])[H])([H])[H])(OC(C(C6(O[H])[H])([H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""13-Desoxy-terpendole I""",C00051945,30,C=1C=CC=C2C1N(C3=C2CC4(C3(C5(C(CC4)(C67C(CC5)(OC(C(C6([H])O7)O)([H])C(C)(C)O)[H])[H])C)C)[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Terpendole I""",C00016564,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C67C(C(C5([H])[H])([H])[H])(OC(C(C6(O7)[H])(O[H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Terpendole C;(-)-Terpendole C""",C00016436,30,C1(=C(C(=C2C(=C1[H])C3=C(N2[H])C4(C([H])([H])[H])C(C3([H])[H])(C(C(C5(C4(C(C(C6(C57C(C8(C(O6)(C(OC(O8)(C(=C(C([H])([H])[H])C([H])([H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])(O7)[H])[H])([H])[H])([H])[H])C([H])([H])[H])O[H])([H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Aflatrem""",C00023585,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C7(C(C5([H])[H])([H])[H])OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O7)[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(=C([H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Emindole SB""",C00051940,30,C=1C=C2C(=CC1)C3=C(N2)C4(C(C3)(CCC5(C4(CCC(C5(C)CCC=C(C)C)O)C)[H])[H])C,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""beta-PC-M6;beta-10-Hydroxy-12-demethyl-11,12-dehydropaspaline""",C00051941,30,C1=CC=C2C(=C1)C3=C(N2)C4(C(C3)(CCC5(C4(CCC6(C5=CC(C(O6)C(C)(C)O)O)[H])C)[H])[H])C,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Lolitrem J""",C00051946,30,C1(C(C(OC(=O)C)(C)C)OC2(C3(C1O3)C4(C(CC2)(C5(C(CC4)CC6=C5NC7=C6C8=C(C=C7)C(C9(C(C8)(C(OC9(C)C)(C)C)[H])[H])=O)C)C)O)[H])O,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Lolitrem K""",C00051947,30,C1(C(=C(C)C)OC2(C3(C1O3)C4(C(CC2)(C5(C(CC4)(CC6=C5NC7=C6C8=C(C=C7)C(C9(C(C8)(C(OC9(C)C)(C)C)[H])[H])=O)[H])C)C)O)[H])O,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Lolitrem N""",C00026509,30,C12(C(C3(C(C(C1([H])[H])([H])[H])(C45C(C(C3([H])[H])([H])[H])(OC(C(C4(O5)[H])(O[H])[H])(C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])O[H])C([H])([H])[H])(C6=C(C2([H])[H])C7=C(N6[H])C(=C(C8=C7C(C9(C(C8=O)(C(OC9(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])[H])[H])C([H])([H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Paspalitrem A;3-Methyl-2-butenylpaspalinine""",C00023587,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C=6C7(C(C5([H])[H])([H])[H])OC(C(C6[H])=O)(C(C([H])([H])[H])(C([H])([H])[H])O7)[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Emindole DA""",C00041516,30,C12(C(C(C(C(C1([H])[H])([H])[H])(O[H])[H])(C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])(C(C(C(C2(C(C3=C(N(C4=C3C(=C(C(=C4[H])[H])[H])[H])[H])[H])([H])[H])[H])=C([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""Terpendole K""",C00016566,30,C1(=C(C(=C2C(=C1[H])N(C3=C2C(C4(C3(C5(C(C(C4([H])[H])([H])[H])(C67C(=C(C5([H])[H])[H])OC8(C(C6(O7)[H])(OC(OC8(C([H])([H])[H])C([H])([H])[H])(C(=C(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])O[H])C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"""22-Hydroxycholesterol;22(R)-Hydroxycholesterol""",C00051948,31,C1=2C(CCC(C1)O)(C3C(CC2)C4C(CC3)(C(CC4)C(C(CCC(C)C)O)C)C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""22,26-Dihydroxycholesterol""",C00051950,31,C1=2C(CCC(C1)O)(C3C(CC2)C4C(CC3)(C(CC4)C(C(O)CCC(C)CO)C)C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Furostanol-26-aldehyde""",C00051951,31,C1=2C(CCC(C1)O)(C3C(CC2)C4C(CC3)(C5C(C4)OC(C5C)(CCC(C=O)C)O)C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""26-Amino-furostanol""",C00051952,31,C1=2C(CCC(C1)O)(C3C(CC2)C4C(CC3)(C5C(C4)OC(C5C)(CCC(CN)C)O)C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Tomatidenol""",C00029137,31,C1(C(C(C=2C(C1([H])[H])(C3(C(C(C2[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])(C5(C(C4([H])[H])(OC6(C5(C([H])([H])[H])[H])N(C(C(C(C6([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])([H])[H])(O[H])[H])([H])[H],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Tomatidine""",C00051949,31,C12C(CCC(C1)O)(C3C(CC2)C4C(CC3)(C5C(C4)OC6(C5C)NCC(CC6)C)C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Tomatidine galactoside""",C00051953,31,C1C(CC2(C(C1)(C3(C(CC2)(C4(C(CC3)(C5(C(C4)(OC6(C5C)NCC(CC6)C)[H])[H])C)[H])[H])[H])C)[H])OC7OC(C(C(C7O)O)O)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""gamma-Tomatine""",C00028293,31,C1(C(C(C2(C(C1([H])[H])(C3(C(C(C2([H])[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])(C5(C(C4([H])[H])(OC6(C5(C([H])([H])[H])[H])N(C(C(C(C6([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])([H])[H])(OC7(OC(C(C(C7(O[H])[H])(O[H])[H])(OC8(C(C(C(C(O8)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])(C(O[H])([H])[H])[H])[H])[H])([H])[H],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""beta1-Tomatine""",C00051954,31,C1C(CC2(C(C1)(C3(C(CC2)(C4(C(CC3)(C5(C(C4)(OC6(C5C)NCC(CC6)C)[H])[H])C)[H])[H])[H])C)[H])OC7OC(C(C(C7O)O)OC8OC(C(C(C8OC9OC(C(C(C9O)O)O)CO)O)O)CO)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""alpha-Tomatine""",C00051955,31,C1C(CC2(C(C1)(C3(C(CC2)(C4(C(CC3)(C5(C(C4)(OC6(C5C)NCC(CC6)C)[H])[H])C)[H])[H])[H])C)[H])OC7OC(C(C(C7O)O)OC8OC(C(C(C8OC9OC(C(C(C9O)O)O)CO)OC%10OCC(C(C%10O)O)O)O)CO)CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""Solanidine""",C00002261,31,O(C1(C(C=2C(C(C1([H])[H])([H])[H])(C3(C(C(C2[H])([H])[H])(C4(C(C(C3([H])[H])([H])[H])(C5(C(C4([H])[H])([H])N6C(C5([H])C([H])([H])[H])(C(C(C(C6([H])[H])([H])C([H])([H])[H])([H])[H])([H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])([H])[H])[H])[H],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"""alpha-Solanine""",C00002262,31,C1(C(C(C(C(O1)(OC2(C(C(C(OC2(OC3(C(C=4C(C(C3([H])[H])([H])[H])(C5(C(C(C4[H])([H])[H])(C6(C(C(C5([H])[H])([H])[H])(C7(C(C6([H])[H])(N8C(C7([H])C([H])([H])[H])(C(C(C(C8([H])[H])([H])C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])([H])[H])[H])[H])(C(O[H])([H])[H])[H])(O[H])[H])(OC9(C(C(C(C(O9)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(C([H])([H])[H])[H],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
